"Registration #","Salesforce #",Name,Type,Venue,Denomination,Location,Missionary,"Created Date","Expiration Date",Puggles,Cubbies,Sparks,Flame,Torch,"Truth Seekers","Living God's Story",T&T,"Jr. Varsity",Trek,Journey,Descubrelo,"Building Healthy Families",Total,Leaders
TZ002910,1676990,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 2:40:04 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,3
TZ002911,1676991,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 2:44:36 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,6
TZ002912,1676992,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 2:49:05 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,4
TZ002913,1676993,"Free Church of Christ","Leader based",Church,Pentecostal,Tunduma,"Yohana Simkanga","6/12/2023 2:56:17 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,6
TZ002914,1676994,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 3:01:28 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,2
TZ002915,1676995,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 3:05:43 AM","Jan 2027",0,0,0,0,0,90,0,0,0,0,0,0,0,90,2
TZ002916,1676996,"Free Church of Christ","Leader based",Church,Pentecostal,Songwe,"Yohana Simkanga","6/12/2023 3:45:19 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,3
TZ002917,1676997,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 3:50:34 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,2
TZ002918,1676998,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 3:54:07 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,3
TZ002919,1676999,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 3:57:51 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,6
TZ002920,1677000,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:02:07 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,5
TZ002921,1677001,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:05:42 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,4
TZ002922,1677003,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:09:52 AM","Jan 2027",0,0,0,0,0,33,0,0,0,0,0,0,0,33,4
TZ002923,1677005,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:13:45 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,8
TZ002924,1677006,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 4:18:30 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,5
TZ002925,1677007,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 4:32:07 AM","Jan 2027",0,0,0,0,0,15,0,0,0,0,0,0,0,15,2
TZ002926,1677008,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:36:27 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,5
TZ002927,1677010,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 4:57:12 AM","Jan 2027",0,0,0,0,0,35,0,0,0,0,0,0,0,35,4
TZ002928,1677011,"Free Church of Christ","Leader based",Church,Pentecostal,Tukuyu,"Yohana Simkanga","6/12/2023 5:00:38 AM","Jan 2027",0,0,0,0,0,40,0,0,0,0,0,0,0,40,3
TZ002929,1677012,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:04:46 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,5
TZ002930,1677013,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 5:09:07 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,3
TZ002931,1677014,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:13:49 AM","Jan 2027",0,0,0,0,0,133,0,0,0,0,0,0,0,133,3
TZ002932,1677015,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:17:52 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ002933,1677016,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:21:19 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,4
TZ002934,1677017,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 5:25:35 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ002935,1677018,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:29:50 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,3
TZ002936,1677020,"Free Church of Christ","Leader based",Church,Pentecostal,Siha,"Yohana Simkanga","6/12/2023 5:34:06 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,5
TZ002937,1677021,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:37:37 AM","Jan 2027",0,0,0,0,0,40,0,0,0,0,0,0,0,40,4
TZ002938,1677022,"Free Church of Christ","Leader based",Church,Pentecostal,Njombe,"Yohana Simkanga","6/12/2023 5:41:44 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,3
TZ002939,1677023,"Free Church of Christ","Leader based",Church,Pentecostal,Makete,"Yohana Simkanga","6/12/2023 5:45:25 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,4
TZ002940,1677024,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 5:49:19 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ002941,1677025,"Free Church of Christ","Leader based",Church,Pentecostal,Mbeya,"Yohana Simkanga","6/12/2023 4:26:05 AM","Jan 2027",0,0,0,0,0,300,0,0,0,0,0,0,0,300,20
TZ002942,1679622,"Pentecostal Holines Mission Tanzania","Leader based",Church,Pentecostal,Mantanja,"Yohana Simkanga","7/17/2023 2:16:29 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,20
TZ002943,1679623,"Redeems assemblies of God Tanzania","Leader based",Church,Assemblies,Makunguru,"Yohana Simkanga","7/17/2023 2:25:44 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,8
TZ002944,1679624,"Redeems assemblies of God Tanzania","Leader based",Church,Assemblies,Iganzo,"Yohana Simkanga","7/17/2023 2:33:34 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,6
TZ002945,1679625,"Pentecostal Holines Mission Tanzania","Leader based",Church,Pentecostal,Uyole,"Yohana Simkanga","7/17/2023 2:46:31 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,8
TZ002946,1679626,"Revivaland Heaing Assemblies of God","Leader based",Church,Assemblies,Mbeya,"Yohana Simkanga","7/17/2023 2:52:14 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,7
TZ002947,1679627,"Redeems assemblies of God Tanzania","Leader based",Church,Pentecostal,Mbalizi,"Yohana Simkanga","7/17/2023 3:03:19 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,4
TZ002948,1679628,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mwanjelwa,"Yohana Simkanga","7/17/2023 3:09:40 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,15
TZ002949,1679629,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mombo,"David Silwimba","7/17/2023 3:21:00 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,4
TZ002950,1679630,"Mito ya Baraka","Leader based",Church,Pentecostal,Lushoto,"David Silwimba","7/17/2023 3:37:59 AM","Jan 2027",0,0,0,0,0,35,0,0,0,0,0,0,0,35,4
TZ002951,1679631,"Tanzania Assemblies of God","Leader based",Church,Assemblies,Kizara,"David Silwimba","7/17/2023 3:43:22 AM","Jan 2027",0,0,0,0,0,15,0,0,0,0,0,0,0,15,3
TZ002952,1679632,"Hale Revival Church","Leader based",Church,Pentecostal,Korogwe,"David Silwimba","7/17/2023 3:48:16 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,6
TZ002953,1679633,"Tanzania Assemblies of God","Leader based",Church,Assemblies,Kibaoni,"David Silwimba","7/17/2023 3:53:36 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,3
TZ002954,1679634,"Penuel H.C.C","Leader based",Church,Assemblies,"Mwisho wa shamba","David Silwimba","7/17/2023 3:58:35 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,3
TZ002955,1679636,"Nuru ya Ulimwengu","Leader based",Church,Pentecostal,Ilala,"Emmanuel Nkwamu","7/17/2023 5:25:01 AM","Jan 2027",0,0,0,0,0,0,0,0,0,0,0,82,0,82,16
TZ002956,1682021,"Apostolic Assembly Church","Leader based",Church,Apostolic,Manzese,"Emmanuel Nkwamu","7/25/2023 4:57:43 AM","Jan 2027",0,0,0,0,0,0,0,0,0,0,0,115,0,115,5
TZ002957,1682028,"Voice of Hope Church","Leader based",Church,Pentecostal,Mkuranga,"Emmanuel Nkwamu","7/25/2023 5:07:02 AM","Jan 2027",0,0,0,0,0,0,0,0,0,0,0,86,0,86,4
TZ002958,1682040,"Heaven Light Church","Leader based",Church,Pentecostal,Kinyerezi,"Emmanuel Nkwamu","7/25/2023 5:23:17 AM","Jan 2027",0,0,0,0,0,0,0,0,0,0,0,127,0,127,10
TZ002959,1682049,"Heaven Light Church","Leader based",Church,Pentecostal,Segerea,"Emmanuel Nkwamu","7/25/2023 5:38:11 AM","Jan 2027",0,0,0,0,0,0,0,0,0,0,0,114,0,114,6
TZ002960,1690366,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Kidugalo,"Emmanuel Nkwamu","10/9/2023 3:12:01 AM","Jan 2027",0,0,0,0,0,10,0,0,0,0,0,0,0,10,1
TZ002961,1690367,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Mongolandege,"Emmanuel Nkwamu","10/9/2023 3:20:10 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,5
TZ002962,1690368,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Bonyokwa,"Emmanuel Nkwamu","10/9/2023 4:10:22 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ002963,1690369,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Kinyamwezi,"Emmanuel Nkwamu","10/9/2023 4:44:45 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,5
TZ002964,1690370,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Viwege,"Emmanuel Nkwamu","10/9/2023 4:50:26 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,7
TZ002965,1690371,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Banglilo,"Emmanuel Nkwamu","10/9/2023 5:05:39 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,6
TZ002966,1690372,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Kimara,"Emmanuel Nkwamu","10/9/2023 5:20:27 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,2
TZ002967,1690373,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Ubungo,"Emmanuel Nkwamu","10/9/2023 5:31:32 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,10
TZ002968,1690374,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Pugu,"Emmanuel Nkwamu","10/9/2023 5:35:47 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,5
TZ002970,1691721,"Chiwei Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/1/2023 6:56:24 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ002971,1691724,"Tazara Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/1/2023 7:03:08 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,6
TZ002972,1691729,"Mbalula Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/1/2023 7:14:26 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,6
TZ002973,1691835,"Hansanga Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 2:27:26 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,6
TZ002974,1691836,"Nyerere Itumba Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 2:56:14 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ002975,1691837,"Ipito Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 3:03:27 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ002976,1691838,"Mpembanafula primary school","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 3:11:25 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ002978,1691840,"Mererani primary school","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 3:25:44 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ002980,1691842,"Migombani Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 3:50:29 AM","Jan 2027",0,0,0,0,0,0,500,0,0,0,0,0,0,500,6
TZ002981,1691843,"Makambini Primary School","Leader based",School,School,Songwe,"Yohana Simkanga","11/2/2023 3:57:57 AM","Jan 2027",0,0,0,0,0,455,0,0,0,0,0,0,0,455,7
TZ002982,1691849,"Mpaka Secondary school","Leader based",School,"Secondary School",Songwe,"Yohana Simkanga","11/2/2023 4:35:17 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,2
TZ002983,1691853,"Ipaka primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/2/2023 4:47:20 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ002984,1691858,"Kisimani Secondary School","Leader based",School,"Secondary School",Songwe,"Yohana Simkanga","11/2/2023 5:47:10 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,2
TZ002985,1691972,"Hasongwa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:26:25 AM","Jan 2027",0,0,0,0,0,460,0,0,0,0,0,0,0,460,6
TZ002986,1691973,"Majengo primary school","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:32:09 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ002987,1691974,"London Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:37:17 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ002988,1691975,"Mkombozi primary school","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:42:53 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,7
TZ002989,1691976,"Chapwa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:49:32 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ002990,1691977,"Sogea Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 7:57:48 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,7
TZ002991,1691978,"Haisoja Primary  School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 8:04:31 AM","Jan 2027",0,0,0,0,0,82,0,0,0,0,0,0,0,82,2
TZ002994,1691982,"Kisangani Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 8:41:34 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,6
TZ002995,1691983,"Nyenjele Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 8:46:24 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ002996,1691984,"Siji Secondary School","Leader based",School,"Secondary School",Songwe,"Yohana Simkanga","11/3/2023 9:02:09 AM","Jan 2027",0,0,0,0,0,99,0,0,0,0,0,0,0,99,2
TZ002997,1691985,"Namole Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:05:51 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ002999,1691987,"Ilolo Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:15:09 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ003000,1691989,"Mponela Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:19:47 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ003001,1691990,"Nkangarao Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:24:51 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ003002,1691991,"Chibuya Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:30:23 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ003003,1691992,"Nsinde Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:34:16 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ003004,1691993,"Shinji Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:39:54 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,6
TZ003005,1691994,"Ipapa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:43:59 AM","Jan 2027",0,0,0,0,0,460,0,0,0,0,0,0,0,460,6
TZ003006,1691995,"Ichenjezya Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/3/2023 9:51:46 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ003007,1692025,"Mpakani  A Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 1:48:23 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ003008,1692027,"Kilimahewa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 1:53:22 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ003009,1692028,"Elelani Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 1:58:05 AM","Jan 2027",0,0,0,0,0,480,0,0,0,0,0,0,0,480,6
TZ003012,1692032,"Msongwa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 2:12:36 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ003014,1692034,"Nandanga Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 2:24:53 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ003015,1692035,"Grace Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 2:32:09 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,7
TZ003016,1692036,"Kigamboni Kokoto Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 2:36:59 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,6
TZ003017,1692037,"Chipaka Secondary School","Leader based",School,"Secondary School",Songwe,"Yohana Simkanga","11/4/2023 2:45:32 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,2
TZ003018,1692038,"Nasele Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 2:54:58 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ003019,1692039,"Chipaka Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 3:13:58 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,6
TZ003020,1692040,"Mpemba Secondary School","Leader based",School,"Secondary School",Songwe,"Yohana Simkanga","11/4/2023 3:20:35 AM","Jan 2027",0,0,0,0,0,90,0,0,0,0,0,0,0,90,2
TZ003021,1692041,"Mpemba Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 3:31:36 AM","Jan 2027",0,0,0,0,0,550,0,0,0,0,0,0,0,550,7
TZ003022,1692042,"Nasele Katete Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 3:37:59 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,7
TZ003023,1692043,"Kapembe Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 3:51:59 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,6
TZ003025,1692045,"Fula Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 4:12:20 AM","Jan 2027",0,0,0,0,0,542,0,0,0,0,0,0,0,542,6
TZ003026,1692046,"Fula Primary School","Leader based",School,"Primary School",Mbeya,"Yohana Simkanga","11/4/2023 4:33:23 AM","Jan 2027",0,0,0,0,0,87,0,0,0,0,0,0,0,87,2
TZ003027,1692047,"Chapwa A Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 4:37:08 AM","Jan 2027",0,0,0,0,0,75,0,0,0,0,0,0,0,75,2
TZ003028,1692048,"Kiselia Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 4:46:45 AM","Jan 2027",0,0,0,0,0,84,0,0,0,0,0,0,0,84,2
TZ003029,1692049,"Chapwa Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 5:13:22 AM","Jan 2027",0,0,0,0,0,81,0,0,0,0,0,0,0,81,2
TZ003030,1692050,"Mpakani Ushindi Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 5:27:55 AM","Jan 2027",0,0,0,0,0,63,0,0,0,0,0,0,0,63,2
TZ003033,1692053,"Uhuru Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 5:47:42 AM","Jan 2027",0,0,0,0,0,76,0,0,0,0,0,0,0,76,2
TZ003034,1692054,"Huhuru Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 5:52:39 AM","Jan 2027",0,0,0,0,0,90,0,0,0,0,0,0,0,90,2
TZ003035,1692055,"Tanganyika Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 5:59:14 AM","Jan 2027",0,0,0,0,0,58,0,0,0,0,0,0,0,58,2
TZ003037,1692057,"Mlimani Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 6:13:09 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,2
TZ003040,1692060,"Maendeleo Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 6:27:18 AM","Jan 2027",0,0,0,0,0,71,0,0,0,0,0,0,0,71,2
TZ003041,1692061,"Mpakani Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 6:35:15 AM","Jan 2027",0,0,0,0,0,81,0,0,0,0,0,0,0,81,2
TZ003043,1692063,"Tunduma Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 6:58:05 AM","Jan 2027",0,0,0,0,0,86,0,0,0,0,0,0,0,86,2
TZ003044,1692064,"Umoja Primary School","Leader based",School,"Primary School",Songwe,"Yohana Simkanga","11/4/2023 7:03:36 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,2
TZ003045,1692094,"Growing Mission Church","Leader based",Church,Pentecostal,Dodoma,"Emmanuel Nkwamu","11/6/2023 2:46:29 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,5
TZ003046,1692095,"Presbteriab Church","Leader based",Church,Pentecostal,"Dar -es-salaam","Emmanuel Nkwamu","11/6/2023 2:51:55 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,2
TZ003047,1692096,"Growing Mission Church","Leader based",Church,Pentecostal,Ciboli,"Emmanuel Nkwamu","11/6/2023 2:55:42 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ003048,1692097,"Growing Mission Church","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","11/6/2023 2:59:56 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,4
TZ003049,1692098,"Growing Mission Church","Leader based",Church,Pentecostal,Pwani,"Emmanuel Nkwamu","11/6/2023 3:03:40 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,2
TZ003050,1692099,"Growing Mission Church","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","11/6/2023 3:06:28 AM","Jan 2027",0,0,0,0,0,26,0,0,0,0,0,0,0,26,2
TZ003051,1692100,"Growing Mission Church","Leader based",Church,Pentecostal,Tabora,"Emmanuel Nkwamu","11/6/2023 3:10:16 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,2
TZ003052,1692101,"Growing Mission Church","Leader based",Church,Pentecostal,Korogwe,"Emmanuel Nkwamu","11/6/2023 3:13:52 AM","Jan 2027",0,0,0,0,0,15,0,0,0,0,0,0,0,15,2
TZ003053,1692102,"Growing Mission Church","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","11/6/2023 3:17:46 AM","Jan 2027",0,0,0,0,0,3,0,0,0,0,0,0,0,3,1
TZ003054,1692103,"Growing Mission Church","Leader based",Church,Pentecostal,Tabora,"Emmanuel Nkwamu","11/6/2023 3:21:21 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,1
TZ003055,1692104,"Growing Mission Church","Leader based",Church,Pentecostal,Shinyanga,"Emmanuel Nkwamu","11/6/2023 3:24:50 AM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,1
TZ003056,1692105,"Growing Mission Church","Leader based",Church,Pentecostal,Tabora,"Emmanuel Nkwamu","11/6/2023 3:28:21 AM","Jan 2027",0,0,0,0,0,25,0,0,0,0,0,0,0,25,1
