"Registration #","Salesforce #",Name,Type,Venue,Denomination,Location,Missionary,"Created Date","Expiration Date",Puggles,Cubbies,Sparks,Flame,Torch,"Truth Seekers","Living God's Story",T&T,"Jr. Varsity",Trek,Journey,Descubrelo,"Building Healthy Families",Total,Leaders
TZ000450,1054088,"RIVERS OF LIFE","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,32,18,10,0,0,0,0,0,0,0,0,60,6
TZ000451,1054089,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,15,17,0,0,0,0,0,0,0,0,62,6
TZ000452,1054090,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,18,18,0,0,0,0,0,0,0,0,66,6
TZ000453,1054091,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,32,23,14,0,0,0,0,0,0,0,0,69,8
TZ000454,1054092,"PENTECOSTAL INTERNATIONAL OF TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,31,18,10,0,0,0,0,0,0,0,0,59,5
TZ000455,1054093,"BAPTIST CONVENTION","Leader based",Church,Baptist,"Kigoma Heru juu","Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,28,22,0,0,0,0,0,0,0,0,80,4
TZ000456,1054094,"BAPTIST CONVENTION","Leader based",Church,Baptist,"Kigoma Kibondo","Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,23,20,18,0,0,0,0,0,0,0,0,61,5
TZ000457,1054096,"BAPTIST CONVENTION","Leader based",Church,Baptist,"Kigoma Kimobwa","Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,30,17,0,0,0,0,0,0,0,0,77,6
TZ000458,1054097,"BAPTIST CONVENTION","Leader based",Church,Baptist,"Kigoma Kumsenga","Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,28,24,0,0,0,0,0,0,0,0,82,5
TZ000459,1054098,"VICTORY CHURCH","Leader based",Church,Evangelical,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,32,18,15,0,0,0,0,0,0,0,0,65,4
TZ000460,1054099,"UNITED METHODIST CHURCH","Leader based",Church,Methodist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,18,19,0,0,0,0,0,0,0,0,67,6
TZ000461,1054100,"PENTECOSTE APOSTOLIC CHURCH","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,27,20,22,0,0,0,0,0,0,0,0,69,5
TZ000462,1054101,"FREE BAPTIST CHURCH","Leader based",Church,Baptist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,25,22,0,0,0,0,0,0,0,0,77,5
TZ000463,1057262,"Evangelistic Assemblies of God - Beershe","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,82,63,62,0,0,0,0,0,0,0,0,207,7
TZ000464,1057263,"Pentecoste Church Glory of God","Leader based",Church,Evangelical,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,40,52,32,0,0,0,0,0,0,0,0,124,5
TZ000465,1057264,"Redeemed Assemblies of God. Shilo","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,40,52,22,0,0,0,0,0,0,0,0,114,7
TZ000466,1057265,"Baptist Church","Leader based",Church,Baptist,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,32,21,28,0,0,0,0,0,0,0,0,81,6
TZ000467,1057266,"Evangelistic Assemblies of God. Shalom","Leader based",Church,"Assembly of God",Njombe,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,25,16,11,0,0,0,0,0,0,0,0,52,5
TZ000468,1057267,"Evangelistic Assemblies of God. Yeriko","Leader based",Church,"Assembly of God",Njombe,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,60,42,40,0,0,0,0,0,0,0,0,142,8
TZ000469,1057268,"Tanzania Assemblies of God. Amishadai","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,62,73,74,0,0,0,0,0,0,0,0,209,7
TZ000470,1057269,"Evangelistic Assemblies of God.","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,83,76,63,0,0,0,0,0,0,0,0,222,9
TZ000471,1057270,"International Biblical Church Pentecoste","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,122,82,102,0,0,0,0,0,0,0,0,306,9
TZ000472,1057271,"Pentecostal Holiness Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,23,24,31,0,0,0,0,0,0,0,0,78,5
TZ000473,1057272,"Pentecostal Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,52,31,32,0,0,0,0,0,0,0,0,115,5
TZ000474,1057273,"Pentecostal Assemblies of God. Sayuni","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,41,36,42,0,0,0,0,0,0,0,0,119,3
TZ000475,1057274,"Evangelistic Assemblies of God.","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,102,161,152,0,0,0,0,0,0,0,0,415,7
TZ000476,1057275,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,17,15,23,0,0,0,0,0,0,0,0,55,4
TZ000477,1057276,"Pentecostal Holiness Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,26,19,26,0,0,0,0,0,0,0,0,71,5
TZ000478,1057289,"Pentecostal Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,25,25,17,0,0,0,0,0,0,0,0,67,7
TZ000479,1057290,"Calvary Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,16,17,18,0,0,0,0,0,0,0,0,51,7
TZ000480,1057291,"Pentecostal Assemblies of God.","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,27,18,17,0,0,0,0,0,0,0,0,62,7
TZ000481,1057292,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,46,41,45,0,0,0,0,0,0,0,0,132,9
TZ000482,1057295,"Free Pentecostal Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,25,16,17,0,0,0,0,0,0,0,0,58,7
TZ000483,1057296,"Evangelistic Assemblies of God.","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,55,56,56,0,0,0,0,0,0,0,0,167,11
TZ000484,1057297,"Pentecostal Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,97,68,68,0,0,0,0,0,0,0,0,233,18
TZ000485,1057298,"Pentecostal Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,34,26,27,0,0,0,0,0,0,0,0,87,8
TZ000486,1057344,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,26,25,23,0,0,0,0,0,0,0,0,74,6
TZ000487,1057345,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,30,20,20,0,0,0,0,0,0,0,0,70,4
TZ000488,1057346,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,38,28,25,0,0,0,0,0,0,0,0,91,4
TZ000489,1057347,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,45,34,27,0,0,0,0,0,0,0,0,106,6
TZ000490,1057348,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,26,26,25,0,0,0,0,0,0,0,0,77,7
TZ000491,1057349,"Pentecoste Worldwide Ministries (PEWOMI)","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,29,19,17,0,0,0,0,0,0,0,0,65,5
TZ000492,1057350,"Revival &amp; Healing Ministry","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,24,25,10,0,0,0,0,0,0,0,0,59,6
TZ000493,1057351,"Revival &amp; Healing Ministry","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,16,17,18,0,0,0,0,0,0,0,0,51,7
TZ000494,1057352,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,46,45,47,0,0,0,0,0,0,0,0,138,9
TZ000495,1057353,"Redeemed Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,37,36,19,0,0,0,0,0,0,0,0,92,4
TZ000496,1057354,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,26,27,15,0,0,0,0,0,0,0,0,68,4
TZ000497,1057355,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,39,25,25,0,0,0,0,0,0,0,0,89,6
TZ000498,1057356,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,35,26,25,0,0,0,0,0,0,0,0,86,6
TZ000499,1057357,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,45,46,47,0,0,0,0,0,0,0,0,138,9
TZ000500,1057359,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,47,31,33,0,0,0,0,0,0,0,0,111,7
TZ000501,1057360,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,35,36,37,0,0,0,0,0,0,0,0,108,9
TZ000502,1057361,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,16,18,17,0,0,0,0,0,0,0,0,51,5
TZ000503,1057362,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,47,46,26,0,0,0,0,0,0,0,0,119,7
TZ000504,1057363,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,47,55,47,0,0,0,0,0,0,0,0,149,11
TZ000505,1057364,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,123,125,125,0,0,0,0,0,0,0,0,373,17
TZ000506,1057365,"Pentecoste Holiness Association Mission","Leader based",School,"Primary School",Uyole,"Emmanuel Nkwamu","1/11/2018 12:30:30 AM","Jan 2027",0,0,30,30,35,0,0,0,0,0,0,0,0,95,4
TZ000507,1057366,"Pentecoste Matawi ya Mizabibu","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,35,25,24,0,0,0,0,0,0,0,0,84,7
TZ000508,1057367,"Church of God","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,34,37,26,0,0,0,0,0,0,0,0,97,9
TZ000509,1057368,"Naioth Gospel Assembly","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,65,65,67,0,0,0,0,0,0,0,0,197,9
TZ000510,1057369,"Kanisa la Uinjilisti","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:57 AM","Jan 2027",0,0,25,23,25,0,0,0,0,0,0,0,0,73,12
TZ000511,1057370,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,27,28,14,0,0,0,0,0,0,0,0,69,7
TZ000512,1057371,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,55,63,55,0,0,0,0,0,0,0,0,173,10
TZ000513,1057372,"Jerusalem Revival Ministry","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,45,38,37,0,0,0,0,0,0,0,0,120,9
TZ000514,1057374,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,29,17,18,0,0,0,0,0,0,0,0,64,7
TZ000515,1057375,"Wapo Mission International","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,35,25,27,0,0,0,0,0,0,0,0,87,8
TZ000516,1057376,"Redeemed Assemblies of God","Leader based",Church,"Assembly of God",Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,39,35,26,0,0,0,0,0,0,0,0,100,5
TZ000517,1057377,"Pentecoste Holiness Association Mission","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,29,28,14,0,0,0,0,0,0,0,0,71,5
TZ000518,1057378,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,24,25,25,0,0,0,0,0,0,0,0,74,6
TZ000519,1057379,"International Biblical Church","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:31:09 AM","Jan 2027",0,0,27,26,25,0,0,0,0,0,0,0,0,78,9
TZ000520,1076110,"Compassion Tanzania ELCT","Leader based",Orphanage,Evangelical,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,90,80,74,0,0,0,0,0,0,0,0,244,4
TZ000521,1076111,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,10,9,6,0,0,0,0,0,0,0,0,25,2
TZ000522,1076112,"Elim Pentecoste","Leader based",Church,Pentecostal,Madibila,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,20,20,7,0,0,0,0,0,0,0,0,47,2
TZ000523,1076113,"Evangelistic Assemblies of God. Saba sab","Leader based",Church,"Assembly of God",Mafinga,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,21,16,6,0,0,0,0,0,0,0,0,43,4
TZ000524,1076114,"Elim Pentecoste","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,19,18,18,0,0,0,0,0,0,0,0,55,5
TZ000525,1076115,"Elim Pentecoste","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:35:13 AM","Jan 2027",0,0,26,36,25,0,0,0,0,0,0,0,0,87,4
TZ000526,1076116,"Elim Pentecoste","Leader based",Church,Pentecostal,Mbeya,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,7,4,7,0,0,0,0,0,0,0,0,18,3
TZ000527,1076117,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,16,15,17,0,0,0,0,0,0,0,0,48,4
TZ000528,1076118,"Grace Community Church","Leader based",Church,Pentecostal,Moshi,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,20,21,10,0,0,0,0,0,0,0,0,51,3
TZ000529,1076119,"Penuel Glorious Ministry","Leader based",Church,Pentecostal,Mpanda,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,24,20,21,0,0,0,0,0,0,0,0,65,2
TZ000530,1076120,"Evangelistic Assemblies of God. Saba sab","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,20,15,14,0,0,0,0,0,0,0,0,49,3
TZ000531,1076121,"Huruma Center","Leader based",Church,Evangelical,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:42 AM","Jan 2027",0,0,21,20,14,0,0,0,0,0,0,0,0,55,4
TZ000532,1076123,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,0,18,10,7,0,0,0,0,0,0,0,0,35,1
TZ000533,1076124,"Future for Iringa Street Children","Leader based",Church,Evangelical,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,21,10,15,0,0,0,0,0,0,0,0,46,0
TZ000534,1076125,"Compassion Tanzania ELCT","Leader based",Orphanage,Evangelical,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:13 AM","Jan 2027",0,0,142,120,100,0,0,0,0,0,0,0,0,362,10
TZ000535,1076126,"Kanisa La Pentecoste Tanzania","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,27,34,20,2,0,0,0,0,0,0,0,0,83,2
TZ000536,1076127,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,65,51,50,0,0,0,0,0,0,0,0,166,16
TZ000537,1076128,"Anglican Kristo Mfalme","Leader based",Orphanage,Anglican,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,25,21,20,0,0,0,0,0,0,0,0,66,40
TZ000538,1076129,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:42 AM","Jan 2027",0,0,18,19,16,0,0,0,0,0,0,0,0,53,4
TZ000539,1076130,"Vineyard Church","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:53 AM","Jan 2027",0,0,30,15,13,0,0,0,0,0,0,0,0,58,4
TZ000540,1076131,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:42 AM","Jan 2027",0,0,25,15,16,0,0,0,0,0,0,0,0,56,2
TZ000541,1076135,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,85,81,80,0,0,0,0,0,0,0,0,246,8
TZ000542,1076136,"Kanisa La Pentecoste Tanzania","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,40,31,25,0,0,0,0,0,0,0,0,96,4
TZ000543,1076137,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,18,19,12,0,0,0,0,0,0,0,0,49,4
TZ000544,1076138,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,21,20,11,0,0,0,0,0,0,0,0,52,4
TZ000545,1076139,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,20,17,10,0,0,0,0,0,0,0,0,47,4
TZ000546,1076140,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:11 AM","Jan 2027",0,0,15,16,18,0,0,0,0,0,0,0,0,49,4
TZ000547,1076141,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:11 AM","Jan 2027",0,0,20,14,13,0,0,0,0,0,0,0,0,47,4
TZ000548,1076142,"Pentecoste Holiness Mission","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,20,22,16,0,0,0,0,0,0,0,0,58,4
TZ000549,1076145,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:13 AM","Jan 2027",0,0,51,46,40,0,0,0,0,0,0,0,0,137,8
TZ000550,1076147,"Pentecoste Nchini Tanzania","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:11 AM","Jan 2027",0,0,10,10,10,0,0,0,0,0,0,0,0,30,2
TZ000551,1076151,"Amani Christian Centre","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:53 AM","Jan 2027",0,0,20,20,19,0,0,0,0,0,0,0,0,59,4
TZ000552,1076152,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,0,25,15,16,0,0,0,0,0,0,0,0,56,5
TZ000553,1076155,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,24,30,30,0,0,0,0,0,0,0,0,84,5
TZ000554,1076174,"Anglican Orphanage centre","Leader based",Church,Anglican,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,30,37,23,0,0,0,0,0,0,0,0,90,4
TZ000555,1076183,"Pentecoste Nchini Tanzania","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,22,12,22,0,0,0,0,0,0,0,0,56,5
TZ000556,1076184,"Mkwawa Lutheran Compassion Kids","Leader based",Church,Lutheran,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,0,90,86,60,0,0,0,0,0,0,0,0,236,15
TZ000557,1076185,"United Africa Fellowship Church","Leader based",Church,Evangelical,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,0,25,21,13,0,0,0,0,0,0,0,0,59,4
TZ000558,1076186,"Hope For All Nations","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,0,35,24,21,0,0,0,0,0,0,0,0,80,5
TZ000559,1076187,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:30:32 AM","Jan 2027",0,0,75,65,60,0,0,0,0,0,0,0,0,200,8
TZ000560,1076188,"Anglican St. Lukes Orphanage Centre","Leader based",Orphanage,Anglican,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,0,20,20,16,0,0,0,0,0,0,0,0,56,5
TZ000561,1076189,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:22 AM","Jan 2027",0,0,21,20,10,0,0,0,0,0,0,0,0,51,4
TZ000562,1076190,"Elim Pentecoste\","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,20,20,12,0,0,0,0,0,0,0,0,52,50
TZ000563,1076195,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,36,10,10,0,0,0,0,0,0,0,0,56,4
TZ000564,1076196,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:26:13 AM","Jan 2027",0,0,10,11,10,0,0,0,0,0,0,0,0,31,4
TZ000565,1076199,"Tanzania Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:53 AM","Jan 2027",0,0,100,83,91,0,0,0,0,0,0,0,0,274,35
TZ000566,1076200,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:20 AM","Jan 2027",0,0,40,41,33,0,0,0,0,0,0,0,0,114,5
TZ000567,1076201,"Elim Pentecoste","Leader based",Church,Pentecostal,Iringa,"Emmanuel Nkwamu","1/11/2018 12:35:13 AM","Jan 2027",0,0,30,28,22,0,0,0,0,0,0,0,0,80,10
TZ000568,1076210,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Mwanza,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,12,30,42,30,10,0,0,0,0,0,0,0,124,2
TZ000569,1076211,"Evangelistic Assemblies of God Cannaan B","Leader based",Church,"Assembly of God",Mwanza,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,23,70,31,40,46,0,0,0,0,0,0,0,210,5
TZ000570,1076212,"Evangelistic Assemblies of God Mugundu","Leader based",Church,"Assembly of God",Mwanza,"Emmanuel Nkwamu","1/11/2018 12:30:47 AM","Jan 2027",0,11,25,29,17,9,0,0,0,0,0,0,0,91,2
TZ000571,1076214,"Evangelistic Assemblies of God Ushirika","Leader based",Church,"Assembly of God",Shinyanga,"Emmanuel Nkwamu","1/11/2018 12:35:45 AM","Jan 2027",0,21,20,20,1,5,0,0,0,0,0,0,0,67,2
